Duration;Process Name;Process ID;CPU ms/s;User%;Deadlines; (<2 ms, 2-5 ms);Wakeups;(intr,pkg,idle);EnergyImpact;;
17:18:50;OrderProcessor ;8150;2.74 ; 76.100.000.00;;;4.79;0.47 ;0.18 ;;
17:19:20;OrderProcessor ;8150;3.01 ; 72.610.030.00;;;4.66;0.33 ;0.24 ;;
17:19:50;OrderProcessor ;8150;2.88 ; 73.980.000.03;;;4.86;0.20 ;0.18 ;;
17:20:20;OrderProcessor ;8150;2.35 ; 76.360.000.00;;;4.42;0.50 ;0.16 ;;
17:20:50;OrderProcessor ;8150;3.21 ; 80.650.000.00;;;4.72;0.73 ;0.23 ;;
17:21:20;OrderProcessor ;8150;2.84 ; 72.540.000.00;;;4.82;0.47 ;0.20 ;;
17:21:50;OrderProcessor ;8150;2.69 ; 72.500.000.00;;;4.69;0.43 ;0.17 ;;
17:22:20;OrderProcessor ;8150;2.73 ; 75.250.000.00;;;4.82;0.60 ;0.21 ;;
17:22:51;OrderProcessor ;8150;3.08 ; 78.300.000.00;;;4.73;0.17 ;0.23 ;;
17:23:21;OrderProcessor ;8150;3.58 ; 77.280.030.00;;;4.86;0.30 ;0.30 ;;
17:23:51;OrderProcessor ;8150;2.77 ; 76.780.030.00;;;4.79;0.30 ;0.19 ;;
17:24:21;OrderProcessor ;8150;3.39 ; 74.300.000.00;;;4.56;0.30 ;0.24 ;;
17:24:51;OrderProcessor ;8150;2.76 ; 79.470.000.00;;;4.36;0.47 ;0.20 ;;
17:25:21;OrderProcessor ;8150;4.22 ; 82.680.000.00;;;4.79;0.40 ;0.58 ;;
17:25:51;OrderProcessor ;8150;2.18 ; 77.980.000.00;;;4.49;0.43 ;0.19 ;;
17:26:21;OrderProcessor ;8150;2.44 ; 78.620.000.00;;;4.49;0.43 ;0.18 ;;
17:26:51;OrderProcessor ;8150;3.32 ; 75.090.000.00;;;4.82;0.53 ;0.16 ;;
17:27:21;OrderProcessor ;8150;2.50 ; 79.650.000.00;;;4.82;0.77 ;0.14 ;;
17:27:51;OrderProcessor ;8150;2.98 ; 72.960.030.03;;;4.52;0.67 ;0.19 ;;
17:28:21;OrderProcessor ;8150;3.20 ; 76.660.030.03;;;5.19;0.33 ;0.28 ;;
17:28:51;OrderProcessor ;8150;3.14 ; 82.760.000.03;;;4.76;0.57 ;0.30 ;;
17:29:21;OrderProcessor ;8150;2.71 ; 70.470.000.03;;;4.69;0.67 ;0.18 ;;
17:29:51;OrderProcessor ;8150;3.49 ; 76.640.030.00;;;4.62;0.57 ;0.26 ;;
17:30:21;OrderProcessor ;8150;3.27 ; 80.210.000.00;;;4.76;0.53 ;0.40 ;;
17:30:51;OrderProcessor ;8150;3.06 ; 75.000.000.03;;;4.86;0.43 ;0.27 ;;
17:31:21;OrderProcessor ;8150;3.99 ; 86.090.000.00;;;4.63;0.63 ;0.52 ;;
17:31:52;OrderProcessor ;8150;3.33 ; 84.350.000.00;;;4.82;0.67 ;0.25 ;;
17:32:22;OrderProcessor ;8150;3.82 ; 86.090.000.00;;;4.62;0.67 ;0.39 ;;
17:32:52;OrderProcessor ;8150;3.52 ; 79.390.000.00;;;4.76;0.90 ;0.49 ;;
17:33:22;OrderProcessor ;8150;7.44 ; 91.240.030.00;;;4.86;0.50 ;12.30;;
17:33:52;OrderProcessor ;8150;2.26 ; 79.960.000.00;;;4.73;0.83 ;0.18 ;;
17:03:49;eShop.AppHost;8064;5.49 ; 74.380.000.03;;;3.26;0.23 ;0.70 ;;
17:04:19;eShop.AppHost;8064;4.00 ; 77.810.000.00;;;2.93;0.57 ;0.66 ;;
17:04:49;eShop.AppHost;8064;0.75 ; 65.390.000.03;;;2.00;0.33 ;0.06 ;;
17:05:19;eShop.AppHost;8064;0.84 ; 57.380.000.00;;;1.70;0.10 ;0.06 ;;
17:05:49;eShop.AppHost;8064;0.70 ; 71.990.000.00;;;1.76;0.23 ;0.05 ;;
17:06:19;eShop.AppHost;8064;0.82 ; 43.590.000.00;;;1.70;0.20 ;0.06 ;;
17:06:49;eShop.AppHost;8064;0.90 ; 74.790.000.00;;;1.80;0.23 ;0.05 ;;
17:07:19;eShop.AppHost;8064;0.64 ; 76.120.000.00;;;1.70;0.20 ;0.03 ;;
17:07:49;eShop.AppHost;8064;0.54 ; 70.400.000.00;;;1.70;0.37 ;0.02 ;;
17:08:19;eShop.AppHost;8064;0.42 ; 66.490.000.00;;;1.70;0.20 ;0.02 ;;
17:08:49;eShop.AppHost;8064;0.39 ; 72.420.000.00;;;1.66;0.10 ;0.02 ;;
17:09:19;eShop.AppHost;8064;1.05 ; 62.840.000.00;;;1.70;0.07 ;0.12 ;;
17:09:49;eShop.AppHost;8064;0.68 ; 60.280.000.00;;;1.76;0.20 ;0.05 ;;
17:10:19;eShop.AppHost;8064;0.95 ; 65.580.000.00;;;1.73;0.07 ;0.08 ;;
17:10:49;eShop.AppHost;8064;0.85 ; 84.720.000.00;;;1.73;0.07 ;0.05 ;;
17:11:19;eShop.AppHost;8064;0.45 ; 71.050.000.00;;;1.66;0.20 ;0.03 ;;
17:11:49;eShop.AppHost;8064;0.58 ; 60.350.000.00;;;1.80;0.17 ;0.02 ;;
17:12:19;eShop.AppHost;8064;0.52 ; 59.690.000.00;;;1.66;0.10 ;0.02 ;;
17:12:49;eShop.AppHost;8064;0.61 ; 60.120.000.00;;;1.70;0.33 ;0.03 ;;
17:13:19;eShop.AppHost;8064;0.44 ; 60.430.000.00;;;1.66;0.20 ;0.04 ;;
17:13:50;eShop.AppHost;8064;0.42 ; 64.040.000.00;;;1.66;0.20 ;0.04 ;;
17:14:20;eShop.AppHost;8064;0.50 ; 59.530.000.00;;;1.66;0.27 ;0.03 ;;
17:14:50;eShop.AppHost;8064;0.47 ; 58.280.000.00;;;1.66;0.13 ;0.03 ;;
17:15:20;eShop.AppHost;8064;0.40 ; 65.930.000.00;;;1.66;0.20 ;0.03 ;;
17:15:50;eShop.AppHost;8064;0.58 ; 64.440.000.00;;;1.70;0.10 ; 0.04 ;;
17:16:20;eShop.AppHost;8064;0.57 ; 46.490.000.00;;;1.66;0.20 ;0.07 ;;
17:16:50;eShop.AppHost;8064;0.57 ; 68.170.000.00;;;1.70;0.20 ;0.05 ;0,00;
17:17:20;eShop.AppHost;8064;0.52 ; 61.500.000.00;;;1.70;0.07 ;0.02 ;;
17:17:50;eShop.AppHost;8064;0.54 ; 68.770.000.00;;;1.70;0.20 ;0.04 ;;
17:18:20;eShop.AppHost;8064;0.87 ; 79.740.000.00;;;1.70;0.17 ;0.05 ;;
17:18:50;eShop.AppHost;8064;1.53 ; 74.740.000.00;;;1.73;0.30 ;0.21 ;;
17:19:20;eShop.AppHost;8064;0.51 ; 61.700.000.00;;;1.70;0.23 ;0.02 ;;
17:19:50;eShop.AppHost;8064;0.42 ; 63.270.000.00;;;1.66;0.20 ;0.03 ;;
17:20:20;eShop.AppHost;8064;0.44 ; 63.840.000.00;;;1.66;0.33 ;0.04 ;;
17:20:50;eShop.AppHost;8064;0.44 ; 69.350.000.00;;;1.66;0.40 ;0.02 ;;
17:21:20;eShop.AppHost;8064;0.46 ; 62.380.000.00;;;1.66;0.27 ;0.03 ;;
17:21:50;eShop.AppHost;8064;0.61 ; 65.990.000.00;;;1.66;0.13 ;0.06 ;;
17:22:20;eShop.AppHost;8064;0.68 ; 47.190.000.00;;;1.73;0.13 ;0.05 ;;
17:22:51;eShop.AppHost;8064;0.48 ; 54.320.000.00;;;1.66;0.07 ;0.05 ;;
17:23:21;eShop.AppHost;8064;0.45 ; 68.840.000.00;;;1.66;0.13 ;0.03 ;;
17:23:51;eShop.AppHost;8064;0.44 ; 59.240.000.00;;;1.66;0.07 ;0.03 ;;
17:24:21;eShop.AppHost;8064;0.56 ; 46.770.000.00;;;1.66;0.17 ;0.05 ;;
17:24:51;eShop.AppHost;8064;0.43 ; 71.330.000.00;;;1.70;0.23 ;0.02 ;;
17:25:21;eShop.AppHost;8064;1.52 ; 74.740.000.00;;;1.73;0.10 ;0.16 ;;
17:25:51;eShop.AppHost;8064;0.48 ; 56.910.000.00;;;1.66;0.07 ;0.03 ;;
17:26:21;eShop.AppHost;8064;0.41 ; 70.810.000.00;;;1.70;0.27 ;0.02 ;;
17:26:51;eShop.AppHost;8064;0.50 ; 59.080.000.00;;;1.66;0.13 ;0.02 ;;
17:27:21;eShop.AppHost;8064;0.47 ; 57.950.000.00;;;1.66;0.17 ;0.06 ;;
17:27:51;eShop.AppHost;8064;0.58 ; 48.450.000.00;;;1.66;0.10 ;0.06 ;;
17:28:21;eShop.AppHost;8064;0.84 ; 60.980.000.00;;;1.70;0.27 ;0.04 ;;
17:28:51;eShop.AppHost;8064;0.40 ; 64.390.000.00;;;1.66;0.07 ;0.03 ;;
17:29:21;eShop.AppHost;8064;0.44 ; 59.470.000.00;;;1.66;0.10 ;0.04 ;;
17:29:51;eShop.AppHost;8064;0.42 ; 67.000.000.00;;;1.66;0.33 ;0.02 ;;
17:30:21;eShop.AppHost;8064;0.53 ; 53.380.000.00;;;1.66;0.20 ;0.03 ;;
17:30:51;eShop.AppHost;8064;0.53 ; 54.520.000.00;;;1.66;0.03 ;0.03 ;;
17:31:21;eShop.AppHost;8064;0.76 ; 63.880.000.00;;;1.70;0.10 ;0.05 ;;
17:31:52;eShop.AppHost;8064;0.49 ; 59.460.000.00;;;1.70;0.20 ;0.03 ;;
17:32:22;eShop.AppHost;8064;0.44 ; 58.020.000.00;;;1.66;0.37 ;0.02 ;;
17:32:52;eShop.AppHost;8064;0.40 ; 73.350.000.00;;;1.66;0.30 ;0.01 ;;
17:33:22;eShop.AppHost;8064;0.77 ; 57.970.000.00;;;1.83;0.23 ;0.19 ;;
17:33:52;eShop.AppHost;8064;0.52 ; 62.840.000.00;;;1.70;0.13 ;0.02 ;;
