Duration;ProcessName;ProcessID;CPUms/s;User%;Deadlines;(<2ms,2-5ms);Wakeups;(intr,pkg,idle);EnergyImpact;;;;;;;;
01:04:05;PaymentProcesso;6094;2,15;66,530,000,00;0,00;0,00;5,14;0,59;0,11;;;;;;;;
01:04:10;PaymentProcesso;6094;1,16;81,200,000,00;0,00;0,00;4,35;0,20;0,19;;;;;;;;
01:04:15;PaymentProcesso;6094;1,53;75,420,000,00;0,00;0,00;4,35;0,00;0,05;;;;;;;;
01:04:20;PaymentProcesso;6094;2,06;81,340,000,00;0,00;0,00;4,74;0,20;0,10;;;;;;;;
01:04:25;PaymentProcesso;6094;1,76;59,330,000,00;0,00;0,00;4,94;0,20;0,13;;;;;;;;
01:04:30;PaymentProcesso;6094;1,63;86,560,000,00;0,00;0,00;4,74;0,99;0,09;;;;;;;;
01:04:35;PaymentProcesso;6094;2,05;58,820,000,00;0,00;0,00;4,55;0,40;0,26;;;;;;;;
01:04:40;PaymentProcesso;6094;0,73;77,380,000,00;0,00;0,00;4,35;0,59;0,03;;;;;;;;
01:04:45;PaymentProcesso;6094;2,19;85,730,000,00;0,00;0,00;5,15;0,59;0,12;;;;;;;;
01:04:50;PaymentProcesso;6094;1,92;52,660,000,00;0,00;0,00;3,56;0,00;0,12;;;;;;;;
01:04:56;PaymentProcesso;6094;1,89;66,250,000,00;0,00;0,00;5,34;0,40;0,14;;;;;;;;
01:05:01;PaymentProcesso;6094;1,65;91,720,000,00;0,00;0,00;4,15;0,20;0,14;;;;;;;;
01:05:06;PaymentProcesso;6094;2,18;44,240,000,00;0,00;0,00;4,54;0,20;0,17;;;;;;;;
01:05:11;PaymentProcesso;6094;1,66;83,650,000,20;0,00;0,20;4,74;0,20;0,08;;;;;;;;
01:05:16;PaymentProcesso;6094;0,83;87,690,000,00;0,00;0,00;4,15;0,59;0,03;;;;;;;;
01:05:21;PaymentProcesso;6094;2,37;50,220,000,00;0,00;0,00;4,94;0,20;0,16;;;;;;;;
01:00:53;WebhookClient;6098;1,93;67,950,200,00;0,00;0,00;6,77;0,20;0,31;;;;;;;;
01:00:58;WebhookClient;6098;3,25;67,360,000,00;0,00;0,00;6,96;0,40;0,34;;;;;;;;
01:01:03;WebhookClient;6098;2,08;67,940,200,00;0,00;0,00;6,33;1,38;0,19;;;;;;;;
01:01:08;WebhookClient;6098;3,05;60,540,000,00;0,00;0,00;6,94;0,60;0,35;;;;;;;;
01:01:13;WebhookClient;6098;2,48;60,010,000,20;0,20;0,00;6,57;0,20;0,31;;;;;;;;
01:01:18;WebhookClient;6098;11,82;86,390,000,00;0,00;0,00;7,53;0,00;3,56;;;;;;;;
01:01:23;WebhookClient;6098;2,26;53,190,000,20;0,20;0,00;6,32;0,59;0,25;;;;;;;;
01:01:28;WebhookClient;6098;2,54;68,010,000,00;0,00;0,00;6,72;0,59;0,40;;;;;;;;
01:01:33;WebhookClient;6098;2,43;63,850,000,00;0,00;0,00;6,33;0,79;0,13;;;;;;;;
01:01:38;WebhookClient;6098;3,05;65,410,000,00;0,00;0,00;6,73;0,59;0,32;;;;;;;;
01:01:43;WebhookClient;6098;2,48;58,570,000,00;0,00;0,00;6,75;0,79;0,34;;;;;;;;
01:01:48;WebhookClient;6098;1,92;77,460,000,00;0,00;0,00;6,33;0,20;0,25;;;;;;;;
01:01:54;WebhookClient;6098;2,90;62,600,000,00;0,00;0,00;6,34;0,20;0,20;;;;;;;;
01:01:59;WebhookClient;6098;2,87;68,680,000,00;0,00;0,00;7,32;0,20;0,28;;;;;;;;
01:02:04;WebhookClient;6098;2,38;70,450,000,00;0,00;0,00;6,56;0,20;0,23;;;;;;;;
01:02:09;WebhookClient;6098;3,13;63,930,000,00;0,00;0,00;7,32;0,20;0,60;;;;;;;;
01:02:14;WebhookClient;6098;2,23;72,500,000,00;0,00;0,00;6,54;0,79;0,24;;;;;;;;
01:02:19;WebhookClient;6098;2,41;55,060,000,00;0,00;0,00;6,33;0,40;0,30;;;;;;;;
01:02:24;WebhookClient;6098;2,96;76,160,000,00;0,00;0,00;6,94;0,99;0,20;;;;;;;;
01:02:29;WebhookClient;6098;1,54;71,610,000,00;0,00;0,00;5,93;0,59;0,11;;;;;;;;
01:02:34;WebhookClient;6098;3,53;61,190,000,00;0,00;0,00;7,31;0,59;0,42;;;;;;;;
01:02:39;WebhookClient;6098;2,08;76,430,000,00;0,00;0,00;6,14;0,40;0,19;;;;;;;;
01:02:44;WebhookClient;6098;2,86;49,190,000,00;0,00;0,00;6,34;0,40;0,51;;;;;;;;
01:02:49;WebhookClient;6098;2,27;66,570,000,00;0,00;0,00;6,92;0,79;0,42;;;;;;;;
01:02:54;WebhookClient;6098;3,44;59,580,000,00;0,00;0,00;6,52;1,19;0,16;;;;;;;;
01:02:59;WebhookClient;6098;4,07;72,380,000,00;0,00;0,00;7,12;1,38;0,40;;;;;;;;
01:03:04;WebhookClient;6098;3,36;49,500,000,00;0,00;0,00;6,53;0,59;0,21;;;;;;;;
01:03:09;WebhookClient;6098;3,06;63,990,000,00;0,00;0,00;6,75;0,79;0,28;;;;;;;;
01:03:14;WebhookClient;6098;2,69;70,770,000,00;0,00;0,00;6,72;0,40;0,19;;;;;;;;
01:03:19;WebhookClient;6098;2,93;46,650,000,00;0,00;0,00;6,32;0,99;0,30;;;;;;;;
01:03:24;WebhookClient;6098;2,96;64,130,000,00;0,00;0,00;7,12;0,20;0,30;;;;;;;;
01:03:30;WebhookClient;6098;1,87;60,810,000,00;0,00;0,00;5,93;0,59;0,25;;;;;;;;
01:03:35;WebhookClient;6098;3,16;74,070,000,00;0,00;0,00;7,50;1,18;0,45;;;;;;;;
01:03:40;WebhookClient;6098;2,00;59,900,000,00;0,00;0,00;6,72;0,59;0,31;;;;;;;;
01:03:45;WebhookClient;6098;4,30;64,510,000,00;0,00;0,00;7,72;0,59;0,29;;;;;;;;
01:03:50;WebhookClient;6098;2,21;62,380,000,00;0,00;0,00;6,12;0,59;0,18;;;;;;;;
01:03:55;WebhookClient;6098;3,15;59,330,000,00;0,00;0,00;6,92;0,40;0,40;;;;;;;;
01:04:00;WebhookClient;6098;2,25;73,250,000,00;0,00;0,00;6,53;0,79;0,25;;;;;;;;
01:04:05;WebhookClient;6098;3,14;43,560,000,00;0,00;0,00;6,32;0,40;0,20;;;;;;;;
01:04:10;WebhookClient;6098;2,77;69,340,000,00;0,00;0,00;6,92;0,20;0,35;;;;;;;;
01:04:15;WebhookClient;6098;2,28;64,690,000,00;0,00;0,00;6,52;0,20;0,16;;;;;;;;
01:04:20;WebhookClient;6098;2,60;52,040,000,00;0,00;0,00;6,32;0,59;0,29;;;;;;;;
01:04:25;WebhookClient;6098;2,93;60,970,000,00;0,00;0,00;7,11;0,79;0,27;;;;;;;;
01:04:30;WebhookClient;6098;1,85;73,450,000,00;0,00;0,00;6,12;0,39;0,10;;;;;;;;
01:04:35;WebhookClient;6098;3,01;69,450,000,00;0,00;0,00;7,12;0,79;0,25;;;;;;;;
01:04:40;WebhookClient;6098;2,94;57,790,000,00;0,00;0,00;6,13;0,59;0,17;;;;;;;;
01:04:45;WebhookClient;6098;3,60;58,590,000,00;0,00;0,00;6,93;1,39;0,26;;;;;;;;
01:04:50;WebhookClient;6098;2,12;57,140,000,00;0,00;0,00;6,14;0,20;0,24;;;;;;;;
01:04:56;WebhookClient;6098;2,62;61,220,000,00;0,00;0,00;6,72;0,59;0,19;;;;;;;;
01:05:01;WebhookClient;6098;2,33;83,030,000,00;0,00;0,00;6,52;0,20;0,25;;;;;;;;
01:05:06;WebhookClient;6098;2,46;69,080,000,00;0,00;0,00;6,92;0,20;0,26;;;;;;;;
01:05:11;WebhookClient;6098;2,74;75,290,000,00;0,00;0,00;6,72;0,79;0,19;;;;;;;;
01:05:16;WebhookClient;6098;2,84;71,200,000,00;0,00;0,00;7,11;0,99;0,16;;;;;;;;
01:05:21;WebhookClient;6098;2,33;57,220,000,00;0,00;0,00;6,12;0,20;0,11;;;;;;;;
01:00:53;Ordering,API;6091;1,49;71,340,000,00;0,00;0,00;4,38;0,00;0,28;;;;;;;;
01:00:58;Ordering,API;6091;2,15;90,360,000,00;0,00;0,00;5,37;0,99;0,23;;;;;;;;
01:01:03;Ordering,API;6091;0,96;57,530,000,00;0,00;0,00;3,96;0,79;0,05;;;;;;;;
01:01:08;Ordering,API;6091;1,93;70,940,000,00;0,00;0,00;5,16;0,60;0,13;;;;;;;;
01:01:13;Ordering,API;6091;1,12;77,330,000,00;0,00;0,00;4,58;0,20;0,08;;;;;;;;
01:01:18;Ordering,API;6091;1,46;86,210,000,00;0,00;0,00;4,36;0,40;0,12;;;;;;;;
01:01:23;Ordering,API;6091;1,94;74,830,000,00;0,00;0,00;5,34;0,20;0,25;;;;;;;;
01:01:28;Ordering,API;6091;1,37;77,500,000,00;0,00;0,00;4,15;0,79;0,07;;;;;;;;
01:01:33;Ordering,API;6091;1,87;85,920,000,00;0,00;0,00;4,75;0,40;0,10;;;;;;;;
01:01:38;Ordering,API;6091;0,97;74,630,000,00;0,00;0,00;3,96;0,40;0,17;;;;;;;;
01:01:43;Ordering,API;6091;1,56;48,440,000,00;0,00;0,00;4,17;0,20;0,08;;;;;;;;
01:01:48;Ordering,API;6091;1,55;91,840,000,00;0,00;0,00;4,15;0,00;0,10;;;;;;;;
01:01:54;Ordering,API;6091;1,02;76,990,000,00;0,00;0,00;4,36;0,59;0,29;;;;;;;;
01:01:59;Ordering,API;6091;1,54;82,310,000,00;0,00;0,00;4,95;0,00;0,20;;;;;;;;
01:02:04;Ordering,API;6091;1,29;78,910,000,00;0,00;0,00;4,57;0,40;0,10;;;;;;;;
01:02:09;Ordering,API;6091;2,23;61,130,000,00;0,00;0,00;4,95;0,00;0,23;;;;;;;;
01:02:14;Ordering,API;6091;1,21;75,800,000,00;0,00;0,00;4,95;0,79;0,19;;;;;;;;
01:02:19;Ordering,API;6091;0,91;72,420,000,00;0,00;0,00;3,95;0,59;0,12;;;;;;;;
01:02:24;Ordering,API;6091;2,73;68,560,000,00;0,00;0,00;5,55;0,40;0,36;;;;;;;;
01:02:29;Ordering,API;6091;0,57;76,810,000,00;0,00;0,00;3,36;0,20;0,03;;;;;;;;
01:02:34;Ordering,API;6091;1,94;52,610,000,00;0,00;0,00;4,74;0,20;0,22;;;;;;;;
01:02:39;Ordering,API;6091;1,63;82,400,000,00;0,00;0,00;4,55;0,00;0,08;;;;;;;;
01:02:44;Ordering,API;6091;1,42;76,480,000,00;0,00;0,00;4,55;0,20;0,18;;;;;;;;
01:02:49;Ordering,API;6091;1,59;88,870,000,00;0,00;0,00;4,94;0,59;0,18;;;;;;;;
01:02:54;Ordering,API;6091;2,69;55,240,000,00;0,00;0,00;4,94;0,59;0,33;;;;;;;;
01:02:59;Ordering,API;6091;1,91;69,770,000,00;0,00;0,00;4,75;0,79;0,27;;;;;;;;
01:03:04;Ordering,API;6091;1,37;75,390,000,00;0,00;0,00;4,16;0,59;0,12;;;;;;;;
01:03:09;Ordering,API;6091;2,01;57,980,000,00;0,00;0,00;4,76;0,20;0,25;;;;;;;;
01:03:14;Ordering,API;6091;1,38;83,860,000,00;0,00;0,00;4,74;0,59;0,16;;;;;;;;
01:03:19;Ordering,API;6091;0,90;68,850,000,00;0,00;0,00;3,56;0,00;0,12;;;;;;;;
01:03:24;Ordering,API;6091;7,20;87,550,000,00;0,00;0,00;5,93;0,59;0,92;;;;;;;;
01:03:30;Ordering,API;6091;0,71;86,100,000,00;0,00;0,00;3,56;0,20;0,04;;;;;;;;
01:03:35;Ordering,API;6091;2,11;82,450,000,00;0,00;0,00;5,33;0,59;0,19;;;;;;;;
01:03:40;Ordering,API;6091;1,84;73,740,000,00;0,00;0,00;4,75;0,40;0,09;;;;;;;;
01:03:45;Ordering,API;6091;2,03;82,200,000,00;0,00;0,00;5,54;0,59;0,11;;;;;;;;
01:03:50;Ordering,API;6091;1,49;69,220,000,00;0,00;0,00;4,34;0,20;0,13;;;;;;;;
01:03:55;Ordering,API;6091;2,20;70,820,000,00;0,00;0,00;5,53;0,40;0,23;;;;;;;;
01:04:00;Ordering,API;6091;1,05;87,890,000,00;0,00;0,00;3,76;0,40;0,09;;;;;;;;
01:04:05;Ordering,API;6091;1,26;70,700,000,00;0,00;0,00;4,74;0,40;0,13;;;;;;;;
01:04:10;Ordering,API;6091;2,05;73,010,000,00;0,00;0,00;4,75;0,20;0,28;;;;;;;;
01:04:15;Ordering,API;6091;1,00;78,860,000,00;0,00;0,00;4,15;0,00;0,07;;;;;;;;
01:04:20;Ordering,API;6091;1,72;89,830,000,00;0,00;0,00;4,94;0,59;0,18;;;;;;;;
01:04:25;Ordering,API;6091;1,57;60,430,000,00;0,00;0,00;4,94;0,40;0,23;;;;;;;;
01:04:30;Ordering,API;6091;1,54;50,830,000,00;0,00;0,00;4,34;0,20;0,12;;;;;;;;
01:04:35;Ordering,API;6091;2,37;81,100,000,00;0,00;0,00;4,94;0,40;0,12;;;;;;;;
01:04:40;Ordering,API;6091;2,16;66,880,000,00;0,00;0,00;4,94;0,40;0,18;;;;;;;;
01:04:45;Ordering,API;6091;1,98;63,900,000,00;0,00;0,00;4,95;0,79;0,16;;;;;;;;
01:04:50;Ordering,API;6091;1,05;80,910,000,00;0,00;0,00;3,56;0,00;0,05;;;;;;;;
01:04:56;Ordering,API;6091;1,34;79,410,000,00;0,00;0,00;4,94;0,20;0,16;;;;;;;;
01:05:01;Ordering,API;6091;1,98;87,600,000,00;0,00;0,00;4,55;0,59;0,08;;;;;;;;
01:05:06;Ordering,API;6091;1,22;70,160,000,00;0,00;0,00;4,15;0,59;0,11;;;;;;;;
01:05:11;Ordering,API;6091;1,82;76,340,000,00;0,00;0,00;5,33;0,40;0,15;;;;;;;;
01:05:16;Ordering,API;6091;0,80;86,870,000,00;0,00;0,00;3,95;0,59;0,04;;;;;;;;
01:05:21;Ordering,API;6091;2,79;61,750,000,00;0,00;0,00;5,73;0,40;0,25;;;;;;;;
01:00:53;Webhooks,API;614;0,97;79,110,000,00;0,00;0,00;4,38;0,20;0,27;;;;;;;;
01:00:58;Webhooks,API;614;2,27;88,750,000,00;0,00;0,00;4,77;0,20;0,21;;;;;;;;
01:01:03;Webhooks,API;614;1,62;73,190,000,00;0,00;0,00;4,55;0,40;0,18;;;;;;;;
01:01:08;Webhooks,API;614;0,89;71,480,000,00;0,00;0,00;4,56;0,20;0,08;;;;;;;;
01:01:13;Webhooks,API;614;2,12;81,760,000,00;0,00;0,00;4,98;0,60;0,24;;;;;;;;
01:01:18;Webhooks,API;614;2,04;53,370,000,00;0,00;0,00;4,95;0,00;0,09;;;;;;;;
01:01:23;Webhooks,API;614;1,95;85,660,000,00;0,00;0,00;5,34;0,99;0,11;;;;;;;;
01:01:28;Webhooks,API;614;0,75;85,230,000,00;0,00;0,00;3,76;0,20;0,04;;;;;;;;
01:01:33;Webhooks,API;614;2,90;57,630,000,00;0,00;0,00;5,34;0,40;0,22;;;;;;;;
01:01:38;Webhooks,API;614;0,99;88,370,000,00;0,00;0,00;3,76;0,40;0,06;;;;;;;;
01:01:43;Webhooks,API;614;1,20;60,650,000,00;0,00;0,00;3,77;0,79;0,11;;;;;;;;
01:01:48;Webhooks,API;614;1,59;76,360,000,00;0,00;0,00;4,94;0,59;0,21;;;;;;;;
01:01:54;Webhooks,API;614;0,93;71,280,000,00;0,00;0,00;3,96;0,20;0,03;;;;;;;;
01:01:59;Webhooks,API;614;1,03;75,870,000,00;0,00;0,00;4,35;0,59;0,05;;;;;;;;
01:02:04;Webhooks,API;614;3,31;52,150,000,00;0,00;0,00;4,97;0,60;0,28;;;;;;;;
01:02:09;Webhooks,API;614;0,49;80,830,000,00;0,00;0,00;3,37;0,40;0,02;;;;;;;;
01:02:14;Webhooks,API;614;1,85;87,660,000,00;0,00;0,00;5,35;0,40;0,24;;;;;;;;
01:02:19;Webhooks,API;614;2,70;47,260,000,00;0,00;0,00;4,75;0,40;0,51;;;;;;;;
01:02:24;Webhooks,API;614;2,48;58,730,000,00;0,00;0,00;5,35;0,20;0,19;;;;;;;;
01:02:29;Webhooks,API;614;1,23;88,160,000,00;0,00;0,00;4,15;0,59;0,08;;;;;;;;
01:02:34;Webhooks,API;614;1,81;65,340,000,00;0,00;0,00;4,54;0,59;0,25;;;;;;;;
01:02:39;Webhooks,API;614;1,62;88,810,000,00;0,00;0,00;4,35;0,40;0,06;;;;;;;;
01:02:44;Webhooks,API;614;0,87;53,330,000,00;0,00;0,00;3,76;0,40;0,10;;;;;;;;
01:02:49;Webhooks,API;614;2,50;65,750,000,00;0,00;0,00;5,54;0,00;0,21;;;;;;;;
01:02:54;Webhooks,API;614;2,38;57,480,000,00;0,00;0,00;4,15;0,20;0,10;;;;;;;;
01:02:59;Webhooks,API;614;1,02;78,620,000,00;0,00;0,00;4,55;0,40;0,05;;;;;;;;
01:03:04;Webhooks,API;614;5,34;86,960,000,00;0,00;0,00;5,34;0,79;1,32;;;;;;;;
01:03:09;Webhooks,API;614;0,89;85,630,000,00;0,00;0,00;3,77;0,40;0,03;;;;;;;;
01:03:14;Webhooks,API;614;1,47;74,690,000,00;0,00;0,00;4,74;0,40;0,05;;;;;;;;
01:03:19;Webhooks,API;614;3,39;81,700,000,00;0,00;0,00;4,94;0,20;0,38;;;;;;;;
01:03:24;Webhooks,API;614;1,57;78,510,000,00;0,00;0,00;5,14;0,40;0,10;;;;;;;;
01:03:30;Webhooks,API;614;1,65;77,270,000,00;0,00;0,00;4,74;0,00;0,16;;;;;;;;
01:03:35;Webhooks,API;614;1,08;67,320,000,00;0,00;0,00;4,34;0,59;0,10;;;;;;;;
01:03:40;Webhooks,API;614;1,85;90,860,000,00;0,00;0,00;4,94;0,79;0,22;;;;;;;;
01:03:45;Webhooks,API;614;1,10;79,050,000,00;0,00;0,00;4,16;0,79;0,05;;;;;;;;
01:03:50;Webhooks,API;614;2,70;73,130,000,00;0,00;0,00;5,53;0,59;0,18;;;;;;;;
01:03:55;Webhooks,API;614;1,13;84,110,000,00;0,00;0,00;4,35;0,59;0,08;;;;;;;;
01:04:00;Webhooks,API;614;1,38;72,870,000,00;0,00;0,00;4,35;0,59;0,10;;;;;;;;
01:04:05;Webhooks,API;614;2,45;78,490,000,00;0,00;0,00;5,73;0,40;0,25;;;;;;;;
01:04:10;Webhooks,API;614;1,32;79,850,000,00;0,00;0,00;4,75;0,40;0,07;;;;;;;;
01:04:15;Webhooks,API;614;1,46;79,730,000,00;0,00;0,00;4,55;0,40;0,11;;;;;;;;
01:04:20;Webhooks,API;614;2,36;45,300,000,00;0,00;0,00;4,55;0,40;0,12;;;;;;;;
01:04:25;Webhooks,API;614;1,80;85,070,000,00;0,00;0,00;5,14;0,40;0,09;;;;;;;;
01:04:30;Webhooks,API;614;0,84;89,910,000,00;0,00;0,00;3,55;0,59;0,07;;;;;;;;
01:04:35;Webhooks,API;614;2,18;73,790,000,00;0,00;0,00;5,34;0,40;0,21;;;;;;;;
01:04:40;Webhooks,API;614;1,22;88,780,000,00;0,00;0,00;3,95;0,00;0,10;;;;;;;;
01:04:45;Webhooks,API;614;1,17;67,910,000,20;0,00;0,20;4,55;0,40;0,05;;;;;;;;
01:04:50;Webhooks,API;614;2,00;73,160,000,00;0,00;0,00;4,55;0,99;0,11;;;;;;;;
01:04:56;Webhooks,API;614;1,24;75,390,000,00;0,00;0,00;4,35;0,40;0,07;;;;;;;;
01:05:01;Webhooks,API;614;1,87;79,830,000,00;0,00;0,00;4,55;0,00;0,15;;;;;;;;
01:05:06;Webhooks,API;614;1,38;57,990,000,00;0,00;0,00;4,35;0,00;0,13;;;;;;;;
01:05:11;Webhooks,API;614;2,73;67,310,000,00;0,00;0,00;4,94;0,20;0,26;;;;;;;;
01:05:16;Webhooks,API;614;1,16;79,290,000,00;0,00;0,00;4,15;0,40;0,04;;;;;;;;
01:05:21;Webhooks,API;614;1,96;56,850,000,00;0,00;0,00;4,94;0,40;0,11;;;;;;;;
01:00:53;Basket,API;6086;2,70;84,620,000,00;0,00;0,00;4,78;0,40;0,25;;;;;;;;
01:00:58;Basket,API;6086;0,50;81,240,000,00;0,00;0,00;3,98;0,00;0,09;;;;;;;;
01:01:03;Basket,API;6086;1,27;85,170,000,00;0,00;0,00;4,55;0,20;0,20;;;;;;;;
01:01:08;Basket,API;6086;1,47;66,580,000,00;0,00;0,00;4,36;0,40;0,17;;;;;;;;
01:01:13;Basket,API;6086;98,68;93,690,000,00;0,00;0,00;9,55;0,40;216,57;;;;;;;;
01:01:18;Basket,API;6086;5,98;70,230,000,00;0,00;0,00;6,34;0,20;0,47;;;;;;;;
01:01:23;Basket,API;6086;11,83;77,520,000,00;0,00;0,00;8,30;0,40;1,14;;;;;;;;
01:01:28;Basket,API;6086;23,22;83,160,000,00;0,00;0,00;8,11;0,20;6,13;;;;;;;;
01:01:33;Basket,API;6086;26,82;84,870,000,20;0,00;0,20;6,92;0,40;22,96;;;;;;;;
01:01:38;Basket,API;6086;11,43;69,170,000,00;0,00;0,00;7,92;1,58;2,45;;;;;;;;
01:01:43;Basket,API;6086;23,85;88,860,000,00;0,00;0,00;6,55;0,99;10,91;;;;;;;;
01:01:48;Basket,API;6086;25,71;84,200,000,00;0,00;0,00;7,31;0,40;17,56;;;;;;;;
01:01:54;Basket,API;6086;18,98;85,250,000,00;0,00;0,00;6,54;1,19;6,13;;;;;;;;
01:01:59;Basket,API;6086;24,97;87,880,000,00;0,00;0,00;6,53;0,40;26,20;;;;;;;;
01:02:04;Basket,API;6086;5,90;65,160,000,00;0,00;0,00;7,16;0,60;0,77;;;;;;;;
01:02:09;Basket,API;6086;9,35;76,220,000,00;0,00;0,00;7,32;0,99;3,35;;;;;;;;
01:02:14;Basket,API;6086;22,94;84,340,000,00;0,00;0,00;6,73;1,19;18,57;;;;;;;;
01:02:19;Basket,API;6086;15,96;81,780,000,00;0,00;0,00;7,91;0,40;2,95;;;;;;;;
01:02:24;Basket,API;6086;12,71;77,790,000,00;0,00;0,00;6,74;0,40;4,17;;;;;;;;
01:02:29;Basket,API;6086;18,28;75,420,000,00;0,00;0,00;7,70;0,99;4,63;;;;;;;;
01:02:34;Basket,API;6086;8,44;62,900,000,00;0,00;0,00;7,11;0,59;2,09;;;;;;;;
01:02:39;Basket,API;6086;6,60;80,810,000,00;0,00;0,00;8,12;1,39;0,53;;;;;;;;
01:02:44;Basket,API;6086;15,13;81,140,000,00;0,00;0,00;6,73;0,99;4,31;;;;;;;;
01:02:49;Basket,API;6086;48,54;92,690,000,00;0,00;0,00;7,52;0,59;93,59;;;;;;;;
01:02:54;Basket,API;6086;13,29;87,350,000,00;0,00;0,00;6,92;0,40;3,99;;;;;;;;
01:02:59;Basket,API;6086;20,73;71,630,000,00;0,00;0,00;6,92;0,99;7,84;;;;;;;;
01:03:04;Basket,API;6086;10,60;73,240,000,00;0,00;0,00;7,52;0,79;2,33;;;;;;;;
01:03:09;Basket,API;6086;11,55;68,520,000,00;0,00;0,00;6,95;0,40;2,25;;;;;;;;
01:03:14;Basket,API;6086;15,46;69,830,000,00;0,00;0,00;7,71;0,40;4,07;;;;;;;;
01:03:19;Basket,API;6086;19,19;61,260,000,00;0,00;0,00;7,90;0,40;6,07;;;;;;;;
01:03:24;Basket,API;6086;12,71;69,350,000,00;0,00;0,00;6,92;0,59;5,85;;;;;;;;
01:03:30;Basket,API;6086;25,55;77,450,000,00;0,00;0,00;7,51;0,99;11,63;;;;;;;;
01:03:35;Basket,API;6086;12,46;75,110,000,00;0,00;0,00;5,92;1,38;5,79;;;;;;;;
01:03:40;Basket,API;6086;65,48;94,330,000,00;0,00;0,00;8,70;1,19;130,77;;;;;;;;
01:03:45;Basket,API;6086;10,44;70,250,000,00;0,00;0,00;6,53;0,59;3,17;;;;;;;;
01:03:50;Basket,API;6086;8,93;55,730,000,00;0,00;0,00;7,11;0,20;1,62;;;;;;;;
01:03:55;Basket,API;6086;9,17;65,230,000,20;0,00;0,20;7,31;0,99;1,74;;;;;;;;
01:04:00;Basket,API;6086;10,47;69,260,000,00;0,00;0,00;6,53;0,99;1,65;;;;;;;;
01:04:05;Basket,API;6086;10,42;51,190,000,00;0,00;0,00;7,31;0,00;1,64;;;;;;;;
01:04:10;Basket,API;6086;10,37;61,110,000,00;0,00;0,00;6,92;0,40;2,09;;;;;;;;
01:04:15;Basket,API;6086;8,97;51,780,000,00;0,00;0,00;6,92;1,19;1,44;;;;;;;;
01:04:20;Basket,API;6086;16,25;78,720,000,00;0,00;0,00;8,30;1,58;4,61;;;;;;;;
01:04:25;Basket,API;6086;4,25;66,280,000,00;0,00;0,00;5,93;0,40;0,40;;;;;;;;
01:04:30;Basket,API;6086;7,39;62,710,000,00;0,00;0,00;7,50;0,20;0,90;;;;;;;;
01:04:35;Basket,API;6086;6,31;56,460,000,00;0,00;0,00;6,92;0,59;0,79;;;;;;;;
01:04:40;Basket,API;6086;5,42;68,190,000,00;0,00;0,00;7,51;0,99;0,90;;;;;;;;
01:04:45;Basket,API;6086;4,09;66,830,000,00;0,00;0,00;6,53;0,59;0,42;;;;;;;;
01:04:50;Basket,API;6086;6,44;57,860,000,00;0,00;0,00;7,13;0,20;1,14;;;;;;;;
01:04:56;Basket,API;6086;5,62;76,310,000,00;0,00;0,00;7,12;1,19;0,61;;;;;;;;
01:05:01;Basket,API;6086;7,11;57,680,000,00;0,00;0,00;7,31;0,79;1,12;;;;;;;;
01:05:06;Basket,API;6086;4,90;63,670,000,00;0,00;0,00;6,72;0,99;0,41;;;;;;;;
01:05:11;Basket,API;6086;10,77;53,620,000,00;0,00;0,00;7,90;0,59;1,29;;;;;;;;
01:05:16;Basket,API;6086;3,58;73,020,000,00;0,00;0,00;6,32;0,59;0,22;;;;;;;;
01:05:21;Basket,API;6086;16,86;64,660,400,00;0,40;0,00;7,70;1,78;3,95;;;;;;;;
01:00:53;Identity,API;6071;1,64;71,220,000,00;0,00;0,00;5,18;0,40;0,23;;;;;;;;
01:00:58;Identity,API;6071;111,44;93,820,000,00;0,00;0,00;5,97;0,40;239,47;;;;;;;;
01:01:03;Identity,API;6071;3,90;62,160,000,00;0,00;0,00;4,55;0,20;0,38;;;;;;;;
01:01:08;Identity,API;6071;46,28;88,080,000,00;0,00;0,00;7,34;0,99;55,08;;;;;;;;
01:01:13;Identity,API;6071;78,14;97,960,000,00;0,00;0,00;6,37;0,20;221,23;;;;;;;;
01:01:18;Identity,API;6071;7,88;75,340,200,00;0,20;0,00;7,72;0,59;0,53;;;;;;;;
01:01:23;Identity,API;6071;30,68;92,270,000,00;0,00;0,00;5,93;0,40;12,20;;;;;;;;
01:01:28;Identity,API;6071;7,90;80,140,000,00;0,00;0,00;5,93;0,59;0,85;;;;;;;;
01:01:33;Identity,API;6071;3,99;76,060,000,00;0,00;0,00;5,54;0,59;0,40;;;;;;;;
01:01:38;Identity,API;6071;4,94;76,550,000,00;0,00;0,00;6,14;0,59;0,44;;;;;;;;
01:01:43;Identity,API;6071;4,68;73,220,000,00;0,00;0,00;5,56;0,20;0,38;;;;;;;;
01:01:48;Identity,API;6071;4,61;63,460,000,00;0,00;0,00;5,34;0,59;0,38;;;;;;;;
01:01:54;Identity,API;6071;6,24;88,460,000,00;0,00;0,00;5,74;0,40;1,28;;;;;;;;
01:01:59;Identity,API;6071;3,77;65,200,000,00;0,00;0,00;5,74;0,59;0,66;;;;;;;;
01:02:04;Identity,API;6071;2,72;61,620,000,00;0,00;0,00;5,77;0,40;0,29;;;;;;;;
01:02:09;Identity,API;6071;3,45;56,650,000,00;0,00;0,00;5,74;0,20;0,29;;;;;;;;
01:02:14;Identity,API;6071;5,71;78,130,000,00;0,00;0,00;5,74;0,79;0,37;;;;;;;;
